Request_ID,Latency_ms,Fidelity
1,0.2000,0.943110
2,1.6001,0.949813
3,1.0000,0.949813
12,2.5001,0.949813
15,0.6000,0.812039
39,0.3000,0.855138
40,1.1000,0.789479
45,0.3000,0.840192
