Request_ID,Latency_ms,Fidelity
0,0.3000,0.948633
2,0.3000,0.938639
5,0.3000,0.934523
24,0.3000,0.896162
39,0.2000,0.859847
41,1.2000,0.609567
56,0.2000,0.914263
57,0.2000,0.877404
73,0.2000,0.790804
