Request_ID,Latency_ms,Fidelity
1,0.8000,0.949813
2,1.6001,0.949813
3,1.0000,0.949813
4,0.4000,0.949813
11,0.5000,0.949813
15,2.3000,0.875955
39,1.5000,0.949813
40,1.1000,0.877961
45,1.5000,0.949813
54,0.4000,0.949813
72,0.5000,0.949813
76,0.8000,0.949813
