Request_ID,Latency_ms,Fidelity
0,3.1001,0.875121
1,3.3001,0.808550
2,3.4001,0.750801
3,4.6001,0.696456
4,2.9000,0.754151
5,1.9000,0.811612
6,3.9001,0.874122
7,2.4000,0.753479
10,1.4000,0.813637
11,1.6000,0.949813
17,1.0000,0.949813
18,1.9001,0.876623
19,1.5000,0.949813
21,0.7000,0.878464
22,4.3001,0.872459
23,1.2000,0.949813
31,2.1000,0.810938
32,1.2000,0.949813
33,3.8001,0.873290
41,0.8000,0.949813
43,2.3001,0.877627
46,1.3000,0.877627
68,0.8000,0.949813
73,0.5000,0.949813
98,1.2000,0.949813
110,0.4000,0.949813
191,0.4000,0.949813
192,1.6001,0.949813
298,1.6000,0.949813
314,0.5000,0.949813
353,1.0000,0.949813
