Request_ID,Latency_ms,Fidelity
0,0.8000,0.878296
1,2.3001,0.876456
2,1.9000,0.878464
3,1.6000,0.949813
4,3.7001,0.750534
5,4.4001,0.749467
6,2.6001,0.811911
7,1.8000,0.877627
8,5.6001,0.692367
9,0.4000,0.949813
10,1.8000,0.876790
11,1.2000,0.949813
12,0.8000,0.878296
13,1.8000,0.876790
15,3.1000,0.700582
16,2.4000,0.811312
22,1.9001,0.876456
28,0.5000,0.949813
29,0.8000,0.878464
31,0.8000,0.949813
32,0.5000,0.949813
38,0.4000,0.949813
46,2.0000,0.949813
69,0.8000,0.949813
76,1.2000,0.949813
149,2.3000,0.875955
179,0.5000,0.949813
180,0.5000,0.949813
237,0.5000,0.949813
258,0.5000,0.949813
278,2.0001,0.949813
467,0.8000,0.949813
