Request_ID,Latency_ms,Fidelity
0,1.5000,0.949813
1,0.8000,0.878464
2,2.8001,0.875121
3,3.3001,0.875121
4,3.9001,0.807434
5,3.4001,0.750801
6,1.8000,0.876790
7,2.5001,0.755093
8,0.5000,0.949813
9,1.0000,0.949813
10,5.8001,0.870967
12,0.4000,0.949813
15,4.9001,0.803730
17,1.9000,0.876456
33,2.4000,0.811761
34,3.5001,0.949813
46,0.5000,0.949813
48,1.2000,0.949813
52,3.5001,0.949813
54,0.5000,0.949813
69,2.0001,0.949813
88,2.4000,0.811013
89,1.5000,0.877125
92,1.7000,0.755093
104,1.9000,0.876456
106,3.0001,0.811312
247,0.5000,0.949813
349,1.2000,0.949813
442,0.4000,0.949813
708,0.8000,0.949813
1001,1.5000,0.949813
1195,0.5000,0.949813
1632,0.4000,0.949813
