Request_ID,Latency_ms,Fidelity
0,1.1000,0.877794
1,1.5000,0.877292
2,5.4001,0.802255
3,6.3001,0.869314
4,1.0000,0.949813
5,3.4001,0.808326
6,2.1000,0.812661
7,2.9000,0.810265
8,2.5001,0.754554
11,0.5000,0.949813
13,1.5000,0.877794
15,2.8001,0.949813
16,2.0001,0.949813
19,3.3001,0.874788
31,1.3000,0.877627
57,0.4000,0.949813
60,1.3000,0.877627
62,2.8001,0.949813
72,1.1000,0.877794
76,2.3001,0.875955
84,3.6001,0.811162
111,0.7000,0.878464
115,1.7000,0.755093
212,2.0001,0.949813
271,2.4000,0.811761
324,0.5000,0.949813
386,0.5000,0.949813
514,1.0000,0.949813
699,0.5000,0.949813
702,0.8000,0.949813
763,1.2000,0.949813
776,1.6001,0.949813
1101,0.4000,0.949813
1644,0.4000,0.949813
