Request_ID,Latency_ms,Fidelity
0,1.1000,0.877794
1,1.0000,0.949813
2,1.3000,0.878129
3,6.6001,0.805949
4,1.8000,0.876790
5,1.8000,0.876790
6,2.4000,0.754151
7,4.5001,0.748669
8,1.9000,0.876623
9,1.1000,0.877961
10,0.5000,0.949813
12,0.4000,0.949813
13,1.2000,0.949813
17,1.9000,0.811761
19,3.3001,0.874122
24,1.3000,0.878464
37,4.0001,0.949813
56,1.5000,0.877125
58,4.5001,0.651312
60,0.5000,0.949813
67,1.6001,0.949813
105,1.5000,0.877125
122,2.5000,0.811537
125,1.9000,0.812136
127,2.1000,0.810938
140,0.5000,0.949813
554,0.5000,0.949813
683,1.0000,0.949813
740,0.5000,0.949813
