Request_ID,Latency_ms,Fidelity
0,5.0001,0.949813
1,2.4000,0.623679
2,0.3000,0.948083
3,2.9001,0.808156
5,0.3000,0.918516
6,2.6001,0.785408
7,0.7000,0.878464
8,1.2000,0.710988
11,2.6001,0.815983
17,0.5000,0.811199
19,0.6000,0.773210
21,0.8000,0.878464
41,1.2000,0.662244
42,0.2000,0.863851
56,0.2000,0.914440
73,0.2000,0.957086
78,0.5000,0.949813
111,0.4000,0.949813
132,0.3000,0.954201
149,2.9001,0.808624
150,1.1000,0.873982
151,3.3000,0.696795
313,1.2000,0.949813
314,1.0000,0.949813
