Request_ID,Latency_ms,Fidelity
0,2.9001,0.811013
1,0.8000,0.949813
2,4.1001,0.806172
3,1.5000,0.877125
4,6.4001,0.799904
5,1.6000,0.813412
6,1.5000,0.949813
7,3.9001,0.805801
8,0.8000,0.878464
9,1.9000,0.811761
10,1.9000,0.812136
11,2.9001,0.752942
12,1.1000,0.877961
19,2.5001,0.810938
22,0.5000,0.949813
26,2.6000,0.811911
27,2.5001,0.811537
31,0.7000,0.878464
33,0.8000,0.878296
35,2.1000,0.812661
42,0.4000,0.949813
50,2.9001,0.809817
91,2.0001,0.949813
126,1.0000,0.949813
136,0.8000,0.949813
198,2.8001,0.949813
360,0.8000,0.949813
365,1.2000,0.949813
367,0.5000,0.949813
