delta,latency_ms,pre_ready_rate,compiler_fidelity_at_use,delivered_fidelity,expiry_percent,fallback_rate,preparation_attempts,rejection_count,paired_latency_minus_delta2_ms
1,0.5531036140411788,0.6437693446373302,0.8037139331978665,0.8556353369025523,56.16404320970846,0.355961512582425,4298.366666666667,1241.1,0.08012726160846455
2,0.6332308756496433,0.5491320145337101,0.7673144920750176,0.8494752693404515,56.890421341072994,0.4505786569775266,4060.3333333333335,1722.1,0.0
3,0.6973523889335217,0.4718947651729242,0.7540011152217185,0.8573081109580662,57.1735355378846,0.5278697348943615,3908.6666666666665,2150.4,-0.06412151328387834
4,0.7326644907973354,0.43287579060691694,0.7215512896577493,0.850958787782378,57.980335893175805,0.5671107522540707,3316.9,1448.2666666666667,-0.09943361514769208
5,0.7720758018153681,0.3866707038083703,0.6714307631779751,0.8421321419871648,59.962622038324234,0.6133225676221236,2853.5,1186.8333333333333,-0.13884492616572466
6,0.8079712792931637,0.345680258377069,0.6155670128965266,0.8342426790945848,61.19266644846239,0.6542928273449065,2670.4333333333334,1007.4333333333333,-0.1747404036435204
