delta,latency_ms,pre_ready_rate,compiler_fidelity_at_use,delivered_fidelity,expiry_percent,fallback_rate,preparation_attempts,rejection_count,paired_latency_minus_delta2_ms
1,0.5982827364290135,0.591690216659938,0.8584438838868638,0.8956360498748575,55.31798098893687,0.4079666262952496,4418.433333333333,1580.9,0.03690350020858566
2,0.6351862366375992,0.5471605436684162,0.7856033252097337,0.85986225727368,57.180424608597576,0.4526106849683757,4279.566666666667,1675.4333333333334,0.0
3,0.726037859304535,0.4415489167003095,0.7732391852857979,0.8717695691276746,58.67874323772985,0.5581953976584578,4101.4,2190.1,-0.09085162266693582
4,0.7461643796180863,0.4190822231193648,0.7344488856105902,0.8595057068211962,59.636343396695324,0.5808841340331045,3487.5666666666666,1381.7333333333333,-0.11097814298048715
5,0.7844984948936885,0.37252052213699366,0.7035399688436109,0.8580433496408759,61.44083027650297,0.6274727492935003,3069.9333333333334,1131.3,-0.14931225825608938
6,0.8185973860385547,0.33562104696541517,0.6530487285957267,0.8501799852821529,62.65539933851608,0.6643520387565603,2861.0333333333333,952.5666666666667,-0.18341114940095546
